date,realized_variance,variance_EWMA(lambda=0.94),"variance_GARCH(1,1)","variance_EGARCH(1,1)","variance_GJR-GARCH(1,1)"
2024-09-24,0.01756891563239003,0.3084844093379063,0.274599435799548,0.2604173316932495,0.26646398626822065
2024-09-25,0.12242355629303169,0.2910294797155753,0.2527928690700757,0.23769682891842922,0.24571513521396052
2024-09-26,0.28121953231275765,0.2809131243102227,0.24392203666459672,0.2377715069594048,0.2367177255084496
2024-09-27,0.7548298700333794,0.2809315087903748,0.24919517082425338,0.25666798245843525,0.2443888806441303
2024-09-30,0.10112872118364484,0.30936541046495514,0.3015441665562298,0.30900777655686507,0.29128481803037304
2024-10-01,0.12063338486050322,0.2968712091080765,0.2847327411676335,0.29996517635878,0.27620316848549775
2024-10-02,0.34987217780623125,0.2862969396532221,0.2713013523437246,0.29493139873241325,0.2644300997876467
2024-10-03,0.17188560377579273,0.2901114539424027,0.28036120963059097,0.31790864462428736,0.2762777915372716
2024-10-04,0.7467981422980497,0.2830179029324061,0.2720629958402419,0.3188618447984437,0.26950377502707673
2024-10-07,1.5398183699239514,0.31084471729434476,0.3180873855049582,0.3754563045318683,0.3202059147981387
2024-10-08,0.35861213904257777,0.3845831364521212,0.4340806215671926,0.48782243349301185,0.4451170018633598
2024-10-09,0.1536836764680679,0.38302487660754864,0.42854527699928274,0.4996280851323786,0.44091288328156497
2024-10-10,0.01289870895331574,0.3692644045991798,0.4060799921407057,0.4803527791777452,0.41643094467218794
2024-10-11,0.001617244003446679,0.34788246286042795,0.37186873068319515,0.42952361322527455,0.38150950285820723
2024-10-14,0.48629270438568645,0.3271065497290091,0.3395262197792323,0.3750659464019839,0.3485937175396552
2024-10-15,0.0049928401005239825,0.33665771900840974,0.357569687626433,0.40356221618028515,0.3621483536425551
2024-10-16,0.0012924530035639465,0.3167578262739366,0.3268404663292219,0.35615336424651545,0.33131609008149243
2024-10-17,0.0011573778895399712,0.29782990387771424,0.29722126195652243,0.303788459909322,0.3003712850878192
2024-10-18,0.342230392970958,0.28002955231842375,0.27033415188911664,0.2619472146411031,0.27327264820350194
2024-10-21,0.028210123499942997,0.28376160275757584,0.28206465985246676,0.2881383219116231,0.2827879874543805
2024-10-22,0.3292113516301815,0.26842851400211787,0.25987459561967496,0.26457709036444593,0.260459646117718
2024-10-23,0.03712015394998223,0.2720754842598017,0.26898160119408177,0.28825392277048806,0.27109385593661434
2024-10-24,0.2428683663445094,0.2579781644412125,0.24828865092994928,0.265540121446467,0.25042197098635843
2024-10-25,0.07038794039437003,0.25707157655541035,0.2499715261286591,0.27931966387012874,0.2530619219980442
2024-10-28,0.18098794023958356,0.24587055838574792,0.2355199435626177,0.26729099965343645,0.23796970188693622
2024-10-29,0.14043251579925234,0.24197760129697807,0.23235450985775122,0.27298795805169634,0.23543297589472484
2024-10-30,0.017760863904367246,0.23588489616711453,0.22549666709278207,0.2723223277600667,0.22895001834851267
2024-10-31,0.21238482255681923,0.2227974542313497,0.2073740832317997,0.245369187962422,0.21061061976974987
2024-11-01,0.012417717818503538,0.22217269633087788,0.21206119836278037,0.258069636409026,0.21378689503153864
2024-11-04,0.6685099593952495,0.2095873976201354,0.19480467790381095,0.23083169747550236,0.19646047813809722
2024-11-05,0.10809712840409781,0.2371227513266423,0.24446534288309582,0.28663598167243093,0.24913108647549406
2024-11-06,0.6316917582178001,0.22938121395128963,0.2345304144009458,0.2808919525575692,0.23817190227486187
2024-11-07,0.9471695836053948,0.2535198466072803,0.27970942034835244,0.33331587357310877,0.2793446073518718
2024-11-08,2.7510244189503386,0.2951388308271672,0.34872248435245906,0.4106732135019205,0.3529537584365185
2024-11-11,0.3268436271742653,0.4424919661145576,0.5992233326799863,0.6126568466677638,0.5869706188876828
2024-11-12,0.5625439918983133,0.43555306577814,0.5736438524669901,0.6070191524959704,0.5643637209809563
2024-11-13,0.022949015280327806,0.44317252134535046,0.5742254810587563,0.6331011250189414,0.568729869116866
2024-11-14,0.13584050230238992,0.41795911098144906,0.5211898400960177,0.5566529264997775,0.5165668906767272
2024-11-15,0.29359119546334433,0.40103199446070553,0.484556158035655,0.5241429986200906,0.4812006799971413
2024-11-18,0.06966797375145455,0.39458554652086386,0.46730273054094124,0.5223873291247559,0.46580940073151134
2024-11-19,0.2889987731663819,0.3750904921546993,0.4307120435549917,0.48063729958081414,0.42914755437813873
2024-11-20,0.004839871026333594,0.3699249890154003,0.42066041030751267,0.48376509257563666,0.41772431058875503
2024-11-21,0.36539324767933734,0.34801988193605626,0.38154321567436034,0.41833845215295684,0.3790785042718071
2024-11-22,0.366917541099772,0.3490622838806531,0.38190905871232655,0.4355925473961554,0.38150868259557413
2024-11-25,0.6010373731523804,0.3501335993138002,0.3848611014785403,0.45278926167066813,0.3824900807685497
2024-11-26,0.059393735622308326,0.36518782574411507,0.4084640904519815,0.49415274344425014,0.4092752974466694
2024-11-27,0.03274411714267699,0.34684018033680664,0.376762328671146,0.4532344150346008,0.3773023130975379
2024-11-28,0.17499589793513848,0.3279944165451589,0.34470723083788585,0.4071139817337845,0.34545885116265435
